Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
371,375,mesmerized cosmic dance fireflies moonlit night,enchantment,20220810 220000,nightskyobserver,instagram,enchantment cosmicfireflies,25.0,50.0,brazil,2022,8,10,22
372,376,intrigued symphony colors abstract art exhibition,intrigue,20190405 173000,artconnoisseur,twitter,intrigue abstractart,18.0,35.0,france,2019,4,5,17
373,377,giggles joy echo air childrens playdate,playfuljoy,20201215 154500,playfulparent,facebook,playfuljoy childrensplaydate,22.0,45.0,japan,2020,12,15,15
374,378,enveloped serenity practicing mindfulness lake,mindfulness,20171020 081500,zenseeker,instagram,mindfulness laketranquility,35.0,70.0,canada,2017,10,20,8
375,379,chasing dreams like kite soaring high vast open sky,dreamchaser,20210228 130000,skydreamer,twitter,dreamchaser skyhighdreams,30.0,60.0,australia,2021,2,28,13
376,380,spellbound elegance ballroom dance crystal chandeliers,elegance,20180612 203000,danceenthusiast,facebook,elegance ballroomdance,28.0,55.0,uk,2018,6,12,20
377,381,whimsical delight world fairy tales magical creatures,whimsy,20160308 142000,fairytaleexplorer,instagram,whimsy magicalworld,20.0,40.0,usa,2016,3,8,14
378,382,pensive contemplation amid ancient ruins forgotten civilization,pensive,20230418 171000,ruinsexplorer,twitter,pensive ancientcivilization,18.0,35.0,greece,2023,4,18,17
379,383,embracing thrill speed rollercoasters exhilarating twists,thrill,20200725 124500,rollercoasterfan,facebook,thrill rollercoasteradventure,22.0,45.0,germany,2020,7,25,12
380,384,harmony resonates musicians play melody unity togetherness,harmony,20191130 193000,musicharmonist,instagram,harmony musicalunity,35.0,70.0,sweden,2019,11,30,19
381,385,burst creativity quiet solitude artists studio,creativity,20150901 160000,studioartist,twitter,creativity artistshaven,15.0,30.0,italy,2015,9,1,16
382,386,radiant joy akin blooming flowers sunkissed spring morning,radiance,20220505 101500,springenthusiast,facebook,radiance springblooms,25.0,50.0,netherlands,2022,5,5,10
383,387,sense wonder vastness cosmos stargazing night,wonder,20180708 230000,cosmosexplorer,instagram,wonder stargazingadventure,40.0,80.0,south africa,2018,7,8,23
384,388,rejuvenated salty breeze sound waves seaside,rejuvenation,20210920 143000,seabreezelover,twitter,rejuvenation seasideescape,18.0,35.0,spain,2021,9,20,14
385,389,whispers inspiration rustling leaves serene forest,inspiration,20161115 114500,forestdreamer,facebook,inspiration forestwhispers,28.0,55.0,portugal,2016,11,15,11
386,390,savoring warmth cup cocoa chilly winter evening,coziness,20200112 180000,winterwarmth,instagram,coziness warmwinterevening,30.0,60.0,switzerland,2020,1,12,18
387,391,heartfelt gratitude laughter shared family reunion,gratitude,20171228 191500,familygatherer,facebook,gratitude familylaughter,22.0,45.0,austria,2017,12,28,19
388,392,embarking culinary adventure savoring exotic flavors around world,adventure,20190302 202000,culinaryexplorer,twitter,adventure culinaryjourney,35.0,70.0,belgium,2019,3,2,20
389,393,euphoria floods final puzzle piece clicks place,euphoria,20220608 153000,puzzlesolver,instagram,euphoria puzzlecompletion,20.0,40.0,denmark,2022,6,8,15
390,394,aweinspired grandeur ancient cathedrals intricate architecture,awe,20180818 144500,cathedralvisitor,facebook,awe architecturalgrandeur,18.0,35.0,czech republic,2018,8,18,14
391,395,captivated ethereal beauty field filled fireflies,enchantment,20220810 220000,nightskyobserver,instagram,enchantment fireflyfield,25.0,50.0,brazil,2022,8,10,22
392,396,immersed enchanting melodies street musicians violin,melodic,20190405 173000,musiclover,twitter,melodic streetmusic,18.0,35.0,france,2019,4,5,17
393,397,joyful laughter resonates lively summer carnival,festivejoy,20201215 154500,carnivalgoer,facebook,festivejoy summercarnival,22.0,45.0,japan,2020,12,15,15
394,398,exploring universe within mindful meditation session,innerjourney,20171020 081500,mindfulexplorer,instagram,innerjourney meditationbliss,35.0,70.0,canada,2017,10,20,8
395,399,soaring like free spirit winds coastal cliff,freedom,20210228 130000,coastalexplorer,twitter,freedom coastaladventure,30.0,60.0,australia,2021,2,28,13
396,400,dazzled elegance masquerade balls dazzling costumes,dazzle,20180612 203000,masqueradeattendee,facebook,dazzle masqueradeelegance,28.0,55.0,uk,2018,6,12,20
397,401,whimsical delight world whimsical fairy tales,whimsy,20160308 142000,fairytaleadventurer,instagram,whimsy fairytalemagic,20.0,40.0,usa,2016,3,8,14
398,402,reflective contemplation amid ruins forgotten era,reflection,20230418 171000,ruinsexplorer,twitter,reflection forgottenera,18.0,35.0,greece,2023,4,18,17
399,403,riding adrenaline rush rollercoasters wild twists,adrenaline,20200725 124500,thrillseeker,facebook,adrenaline rollercoasterthrills,22.0,45.0,germany,2020,7,25,12
400,404,harmony resonates musicians play symphony unity,harmony,20191130 193000,musicharmonist,instagram,harmony musicalunity,35.0,70.0,sweden,2019,11,30,19
401,405,burst artistic creativity quietude artists studio,artisticburst,20150901 160000,studioartist,twitter,artisticburst studiocreativity,15.0,30.0,italy,2015,9,1,16
402,406,radiant joy akin blossoming flowers sunlit spring morning,radiance,20220505 101500,springenthusiast,facebook,radiance springblooms,25.0,50.0,netherlands,2022,5,5,10
403,407,aweinspired vastness cosmos stargazing night,wonder,20180708 230000,cosmosexplorer,instagram,wonder stargazingadventure,40.0,80.0,south africa,2018,7,8,23
404,408,rejuvenated salty breeze sound waves seaside,rejuvenation,20210920 143000,seabreezelover,twitter,rejuvenation seasideescape,18.0,35.0,spain,2021,9,20,14
405,409,whispers inspiration rustling leaves serene forest,inspiration,20161115 114500,forestdreamer,facebook,inspiration forestwhispers,28.0,55.0,portugal,2016,11,15,11
406,410,savoring warmth cup cocoa chilly winter evening,coziness,20200112 180000,winterwarmth,instagram,coziness warmwinterevening,30.0,60.0,switzerland,2020,1,12,18
407,411,heartfelt gratitude laughter shared family reunion,gratitude,20171228 191500,familygatherer,facebook,gratitude familylaughter,22.0,45.0,austria,2017,12,28,19
408,412,embarking culinary odyssey savoring flavors around world,culinaryodyssey,20190302 202000,culinaryexplorer,twitter,culinaryodyssey flavorsaroundtheworld,35.0,70.0,belgium,2019,3,2,20
409,413,euphoria floods final puzzle piece fits perfectly,euphoria,20220608 153000,puzzlesolver,instagram,euphoria perfectpuzzle,20.0,40.0,denmark,2022,6,8,15
410,414,awestruck grandeur ancient cathedrals intricate architecture,awe,20180818 144500,cathedralvisitor,facebook,awe architecturalgrandeur,18.0,35.0,czech republic,2018,8,18,14
411,415,curiosity awakened mysteries ancient archaeological site,curiosity,20151108 100000,archaeologyenthusiast,instagram,curiosity ancientmysteries,18.0,35.0,australia,2015,11,8,10
412,416,giddy excitement first snowflakes dance sky,excitement,20201202 173000,snowfallenthusiast,twitter,excitement snowfallmagic,22.0,45.0,canada,2020,12,2,17
413,417,contentment envelops aroma freshly baked bread fills air,contentment,20170610 121500,breadlover,instagram,contentment freshbreadaroma,28.0,55.0,france,2017,6,10,12
414,418,inspired resilience lone tree standing tall storm,resilience,20210415 142000,natureresilient,facebook,resilience standingtall,35.0,70.0,usa,2021,4,15,14
415,419,lost pages captivating novel transported another world,immersion,20190928 194500,bookworm,twitter,immersion captivatingnovel,20.0,40.0,uk,2019,9,28,19
416,420,drenched nostalgia flipping old family photo album,nostalgia,20161205 210000,familyhistorian,instagram,nostalgia familyphotoalbum,25.0,50.0,india,2016,12,5,21
417,421,spark inspiration ignites like shooting star night sky,spark,20180210 233000,nightskywatcher,facebook,spark inspirationignited,30.0,60.0,australia,2018,2,10,23
418,422,imbued gratitude simple pleasure warm cup tea,gratitude,20230215 083000,teaenthusiast,twitter,gratitude warmtea,18.0,35.0,japan,2023,2,15,8
419,423,marveling kaleidoscope colors vibrant street market,marvel,20150822 150000,marketexplorer,instagram,marvel colorfulstreetmarket,22.0,45.0,brazil,2015,8,22,15
420,424,awash serenity sun sets tranquil lakeside retreat,serenity,20201120 184500,lakesideretreater,facebook,serenity tranquilsunset,28.0,55.0,germany,2020,11,20,18
421,425,drowning sorrow memories lost love resurface,heartbreak,20190805 210000,lostinlove,instagram,heartbreak lostlove,15.0,30.0,usa,2019,8,5,21
422,426,numbness sets weight loneliness grows heavier,loneliness,20210212 164500,solitudeseeker,twitter,loneliness heavyheart,18.0,35.0,canada,2021,2,12,16
423,427,tears fall like raindrops mourning end cherished friendship,grief,20201128 142000,friendshipsend,facebook,grief lostfriendship,22.0,45.0,uk,2020,11,28,14
424,428,despair clouds mind feeling adrift endless sea darkness,despair,20160515 223000,lostindarkness,instagram,despair endlessdarkness,28.0,55.0,australia,2016,5,15,22
425,429,shattered betrayal trust crumbles like fragile glass,betrayal,20180910 131500,brokentrust,twitter,betrayal shatteredtrust,22.0,45.0,germany,2018,9,10,13
426,430,aching heart symphony pain plays silence solitude,suffering,20220320 193000,silentsufferer,facebook,suffering heartachesymphony,25.0,50.0,brazil,2022,3,20,19
427,431,emotional storm whirlwind sadness engulfs every thought,emotionalstorm,20170718 174500,stormyfeelings,instagram,emotionalstorm sadnesswhirlwind,30.0,60.0,india,2017,7,18,17
428,432,haunted regrets ghost past lingers relentlessly,regret,20181215 100000,lingeringghost,twitter,regret hauntedpast,18.0,35.0,france,2018,12,15,10
429,433,torn apart grief echoes loss reverberate soul,grief,20150628 211500,echoesofloss,facebook,grief tornapart,28.0,55.0,italy,2015,6,28,21
430,434,isolation deepens emotional winter warmth distant memory,isolation,20200402 142000,winterofemotions,instagram,isolation emotionalwinter,35.0,70.0,japan,2020,4,2,14
431,435,soulcrushing disappointment hopes shattered like fragile glass,disappointment,20191008 183000,shatteredhopes,twitter,disappointment crushedhopes,20.0,40.0,spain,2019,10,8,18
432,436,painful echoes love cherished lost abyss time,lostlove,20161122 094500,abyssoftime,facebook,lostlove painfulechoes,22.0,45.0,netherlands,2016,11,22,9
433,437,heartache deepens solitary journey abyss despair,despair,20220818 220000,solitarydescent,instagram,despair abyssofheartache,40.0,80.0,south africa,2022,8,18,22
434,438,melancholy lingers bittersweet serenade quietude solitude,melancholy,20170312 233000,serenadeofsolitude,twitter,melancholy quietserenade,18.0,35.0,uk,2017,3,12,23
435,439,bitterness like poison seeping every crevice wounded heart,bitterness,20151215 161500,poisonedheart,facebook,bitterness woundedheart,25.0,50.0,australia,2015,12,15,16
436,440,emotional exhaustion weight world crushing weary shoulders,exhaustion,20210905 133000,wearysoulcrushed,instagram,exhaustion crushedspirit,35.0,70.0,canada,2021,9,5,13
437,441,sorrowful echoes symphony pain played strings loss,sorrow,20180522 204500,stringsofsorrow,twitter,sorrow symphonyofloss,18.0,35.0,germany,2018,5,22,20
438,442,darkness descends engulfing soul shadows despair,darkness,20160710 182000,soulinshadow,facebook,darkness soulengulfed,28.0,55.0,usa,2016,7,10,18
439,443,desperation whispers silent plea glimmer hope abyss,desperation,20190430 140000,whispereddespair,instagram,desperation glimmerofhope,22.0,45.0,france,2019,4,30,14
440,444,heart ruins remnants shattered dreams scattered wind,ruins,20220108 113000,dreamsinwind,twitter,ruins shattereddreams,20.0,40.0,brazil,2022,1,8,11
441,445,shattered echoes shattered dream fragments hope scattered,desolation,20170910 191500,dreamechoes,twitter,desolation scatteredhope,20.0,40.0,australia,2017,9,10,19
442,446,avoiding thorns regret walking barefoot path remorse,regret,20220418 113000,remorsewalker,instagram,regret pathofremorse,25.0,50.0,canada,2022,4,18,11
443,447,labyrinth grief walls echo footsteps lost joy,grief,20181205 214500,joylabyrinth,facebook,grief lostjoyfootsteps,18.0,35.0,usa,2018,12,5,21
444,448,soul adrift sea solitude waves loneliness crashing relentlessly,loneliness,20160628 142000,solitudeseas,twitter,loneliness crashingwaves,22.0,45.0,uk,2016,6,28,14
445,449,bitterness betrayal taste lingers staining palate trust,bitterness,20191022 170000,palatestainer,instagram,bitterness stainedtrust,15.0,30.0,germany,2019,10,22,17
446,450,ruins hope echoes shattered dreams whisper tales loss,desolation,20210315 224500,hoperuins,facebook,desolation whisperedloss,28.0,55.0,brazil,2021,3,15,22
447,451,sinking like stone ocean heartbreak ripple sigh despair,heartbreak,20170810 193000,oceansinker,twitter,heartbreak rippleofdespair,22.0,45.0,france,2017,8,10,19
448,452,tears ink staining pages journal testament silent grief,grief,20230128 143000,inkjournalist,instagram,grief silenttears,30.0,60.0,india,2023,1,28,14
449,453,wasteland lost trust echoes broken promises reverberate,betrayal,20161212 100000,trustwasteland,facebook,betrayal reverberatingpromises,25.0,50.0,italy,2016,12,12,10
450,454,avoiding shards shattered dreams walking tightrope resilience,resilience,20200718 151500,dreamtightrope,twitter,resilience tightropewalk,35.0,70.0,japan,2020,7,18,15
451,455,suffocating silence solitude echoes laughter thrived,isolation,20220520 203000,echoedlaughter,instagram,isolation silentsolitude,30.0,60.0,south africa,2022,5,20,20
452,456,haunted specter lost possibilities ghost refuses fade away,regret,20191108 144500,possibilityghost,twitter,regret fadingpossibilities,18.0,35.0,spain,2019,11,8,14
453,457,labyrinth despair echoes broken heart reverberate endlessly,despair,20170328 220000,endlesslabyrinth,facebook,despair endlessreverberation,28.0,55.0,australia,2017,3,28,22
454,458,sinking like autumn leaves river sorrow carried away current,sorrow,20200915 181500,riverofsorrow,instagram,sorrow autumnleaves,22.0,45.0,canada,2020,9,15,18
455,459,garden broken dreams petals fall silent testimony shattered hopes,desolation,20180610 133000,dreamgardener,twitter,desolation shatteredhopes,20.0,40.0,uk,2018,6,10,13
456,460,tears currency grief spent marketplace lost love longing,grief,20161222 214500,currencyoftears,facebook,grief lostlovelonging,25.0,50.0,usa,2016,12,22,21
457,461,wandering maze betrayal walls closing every wrong turn,betrayal,20210105 162000,mazewanderer,instagram,betrayal closingwalls,15.0,30.0,germany,2021,1,5,16
458,462,soul weathered storm heartbreak seeking refuge calm,heartbreak,20190418 110000,stormseeker,twitter,heartbreak calmafterstorm,22.0,45.0,brazil,2019,4,18,11
459,463,tapestry despair threads hope unravel leaving portrait sorrow,despair,20170828 193000,tapestrysorrow,facebook,despair unraveledhope,18.0,35.0,india,2017,8,28,19
460,464,like withered rose garden love petals fall silent surrender time,loss,20230210 143000,witheredrose,instagram,loss silentsurrender,28.0,55.0,france,2023,2,10,14
461,465,void heartache echoes love song play note pang longing,heartache,20220710 221500,lovesongecho,instagram,heartache lovesonglonging,30.0,60.0,japan,2022,7,10,22
462,466,nostalgia bittersweet dance moonlit ballroom cherished memories,nostalgia,20190515 213000,moonlitmemories,twitter,nostalgia cherishedmemories,18.0,35.0,italy,2019,5,15,21
463,467,symphony grief tear note composing melancholic melody,grief,20181128 140000,symphonyoftears,facebook,grief melancholicmelody,22.0,45.0,germany,2018,11,28,14
464,468,betrayal venomous serpent slithering garden trust poisoning roots,betrayal,20210302 174500,venomousgarden,instagram,betrayal poisonedtrust,25.0,50.0,canada,2021,3,2,17
465,469,sinking quicksand despair harder fight deeper descend,despair,20161018 193000,quicksandfighter,twitter,despair deepdescent,20.0,40.0,usa,2016,10,18,19
466,470,wandering cemetery lost dreams tombstones marking untold sorrows,desolation,20200815 123000,dreamcemetery,facebook,desolation untoldsorrows,28.0,55.0,france,2020,8,15,12
467,471,swept away river regret currents past refusing release,regret,20170428 162000,regretriver,instagram,regret pastcurrents,18.0,35.0,uk,2017,4,28,16
468,472,whispers lost love linger attic heart forgotten erased,loss,20190910 210000,heartattic,twitter,loss forgottenlove,22.0,45.0,australia,2019,9,10,21
469,473,gallery broken promises shattered vow framed painful exhibition,betrayal,20220128 134500,promisegallery,facebook,betrayal shatteredvows,15.0,30.0,brazil,2022,1,28,13
470,474,echoes solitude silent conversation soul shadows,solitude,20160615 223000,echoedconversation,instagram,solitude shadowconversation,30.0,60.0,spain,2016,6,15,22
471,475,dancing sunshine step celebration joy found simple moments,joy,20210820 154500,sunshinedancer,instagram,joy simplemoments,40.0,80.0,usa,2021,8,20,15
472,476,laughter echoes air chorus happiness lifts spirit higher,happiness,20180412 183000,echoedlaughter,twitter,happiness spiritlifter,35.0,70.0,canada,2018,4,12,18
473,477,garden contentment bloom whispers tales inner peace joy,contentment,20220215 122000,gardenofjoy,facebook,contentment innerpeace,25.0,50.0,uk,2022,2,15,12
474,478,chasing dreams vibrant sky journey fueled hope enthusiasm,enthusiasm,20191028 141500,dreamchaser,instagram,enthusiasm hopefuljourney,30.0,60.0,australia,2019,10,28,14
475,479,serenading stars heart full gratitude melody thankfulness,gratitude,20171222 210000,starserenader,twitter,gratitude thankfulmelody,22.0,45.0,india,2017,12,22,21
476,480,basking glow accomplishment milestone stepping stone happiness,accomplishment,20200610 173000,glowachiever,facebook,accomplishment happinessmilestone,28.0,55.0,germany,2020,6,10,17
477,481,dance positivity every step rhythm uplifting soul harmony,positivity,20160918 194500,danceharmony,instagram,positivity soulupliftment,18.0,35.0,france,2016,9,18,19
478,482,overflowing joy cup laughter shared friends moment cherished,joy,20230310 143000,laughtercup,twitter,joy cherishedmoment,20.0,40.0,japan,2023,3,10,14
479,483,draped warmth kindness quilt compassion stitched love,kindness,20190505 121500,quiltedcompassion,facebook,kindness lovestitches,25.0,50.0,brazil,2019,5,5,12
480,484,garden friendships bloom testament beauty camaraderie,friendship,20180828 160000,friendshipgarden,instagram,friendship camaraderieblooms,30.0,60.0,south africa,2018,8,28,16
481,485,embrace love heartbeat melody dancing rhythm affection,love,20221115 204500,melodyoflove,twitter,love rhythmofaffection,35.0,70.0,usa,2022,11,15,20
482,486,surrounded colors joy canvas painted laughter endless smiles,joy,20190702 170000,colorfullaughter,instagram,joy endlesssmiles,40.0,80.0,canada,2019,7,2,17
483,487,symphony excitement note burst energy igniting soul fervor,excitement,20210418 142000,symphonyfervor,facebook,excitement ignitedsoul,30.0,60.0,uk,2021,4,18,14
484,488,surprise gift wrapped anticipation unfolds moment delight wonder,surprise,20230205 193000,wrappeddelight,twitter,surprise wonderfulmoment,25.0,50.0,australia,2023,2,5,19
485,489,lost maze curiosity twist turn unveils treasures discovery,curiosity,20180922 124500,mazediscovery,instagram,curiosity treasuresofdiscovery,22.0,45.0,india,2018,9,22,12
486,490,floating clouds gratitude raindrop blessing shower thankfulness,gratitude,20161210 211500,cloudsofblessings,facebook,gratitude showerofthankfulness,28.0,55.0,germany,2016,12,10,21
487,491,like comet inspiration streaking sky creativity leaving trails brilliance,inspiration,20200528 160000,cometcreativity,twitter,inspiration brillianttrails,18.0,35.0,france,2020,5,28,16
488,492,celebration success fireworks accomplishment light night sky triumph,success,20171115 223000,fireworkstriumph,instagram,success nightskytriumph,22.0,45.0,japan,2017,11,15,22
489,493,symphony laughter note key unlocking door boundless happiness,happiness,20210802 190000,laughtersymphony,facebook,happiness boundlesslaughter,30.0,60.0,brazil,2021,8,2,19
490,494,carnival emotions rollercoaster thrill sends heart wild ride,thrill,20190328 153000,emotioncarnival,instagram,thrill wildheartride,35.0,70.0,south africa,2019,3,28,15
491,495,standing grandeur eiffel tower moment reflect beauty parisian dreams,reflection,20180512 173000,parisdreamer,twitter,reflection parisiandreams,28.0,55.0,france,2018,5,12,17
492,496,lost enchantment disneyland ride journey realm childhood fantasies,enchantment,20220928 154500,disneylandexplorer,instagram,enchantment childhoodfantasies,30.0,60.0,usa,2022,9,28,15
493,497,exploring wonders ferrari world roar engines creating symphony speed,excitement,20191110 140000,ferrarispeedster,facebook,excitement symphonyofspeed,22.0,45.0,italy,2019,11,10,14
494,498,amidst tulip fields keukenhof tapestry colors paints soul springtime joy,joy,20210402 182000,keukenhofadventurer,instagram,joy springtimecolors,35.0,70.0,netherlands,2021,4,2,18
495,499,wandering historical streets kyoto step journey heart japans traditions,exploration,20170822 213000,kyotoadventurer,twitter,exploration japanesetraditions,18.0,35.0,japan,2017,8,22,21
496,500,embrace grand canyon natures masterpiece moment marvel earths grandeur,awe,20200615 164500,canyonmarveler,instagram,awe earthsgrandeur,25.0,50.0,usa,2020,6,15,16
497,501,journeying serenity santorini sunset paints sky hues tranquility,serenity,20160910 191500,santorinitraveler,facebook,serenity sunsethues,22.0,45.0,greece,2016,9,10,19
498,502,amazed architectural marvels petra stone telling tales ancient civilization,amazement,20230128 130000,petraexplorer,twitter,amazement ancienttales,30.0,60.0,jordan,2023,1,28,13
499,503,embarking gondola ride venice canal reflecting romance timeless city,romance,20190418 163000,veniceromantic,instagram,romance timelesscity,20.0,40.0,italy,2019,4,18,16
500,504,summit machu picchu breathtaking panorama whispers secrets ancient civilizations,awe,20171105 220000,machupicchuadventurer,facebook,awe ancientcivilizations,28.0,55.0,peru,2017,11,5,22
501,505,heart new york city times square dazzles lights vibrant spectacle urban energy,excitement,20220720 214500,timessquareexplorer,instagram,excitement urbanenergy,35.0,70.0,usa,2022,7,20,21
502,506,captivated historical charm colosseum stone echoing tales gladiator valor,captivation,20180315 173000,colosseumadventurer,twitter,captivation gladiatortales,25.0,50.0,italy,2018,3,15,17
503,507,sailing azure waters maldives wave whisper serenity paradise,serenity,20191028 141500,maldivessailor,facebook,serenity paradisewhispers,22.0,45.0,maldives,2019,10,28,14
504,508,midst amazon rainforest symphony wildlife creates orchestra natures wonders,wonder,20210610 160000,amazonexplorer,instagram,wonder natureorchestra,30.0,60.0,brazil,2021,6,10,16
505,509,walking great wall china step testament ancient engineering marvels,awe,20170818 193000,greatwallwalker,twitter,awe engineeringmarvels,18.0,35.0,china,2017,8,18,19
506,510,summit mount fuji breathtaking sunrise paints sky hues accomplishment,accomplishment,20200415 053000,fujisummitachiever,facebook,accomplishment sunrisehues,28.0,55.0,japan,2020,4,15,5
507,511,exploring ancient ruins angkor wat stone whispering stories khmer civilization,exploration,20161122 130000,angkorwatadventurer,instagram,exploration khmerstories,20.0,40.0,cambodia,2016,11,22,13
508,512,skiing slopes swiss alps turn dance majesty snowcapped peaks,adventure,20190110 144500,alpsskiadventurer,twitter,adventure snowpeakdance,22.0,45.0,switzerland,2019,1,10,14
509,513,tranquility kyotos bamboo forest whispers ancient zen wisdom echo groves,tranquility,20230228 162000,kyotobambooseeker,facebook,tranquility zenwisdom,25.0,50.0,japan,2023,2,28,16
510,514,cruising fjords norway icy landscape breathtaking masterpiece natures grandeur,grandeur,20180528 183000,norwayfjordexplorer,instagram,grandeur icymasterpiece,22.0,45.0,norway,2018,5,28,18
511,515,front row adeles concert note someone like resonates soulstirring emotion,emotion,20220915 200000,adeleconcertgoer,instagram,emotion adeleconcert,40.0,80.0,usa,2022,9,15,20
512,516,dancing stars beyoncãs live show feeling power single ladies every move,energy,20190728 213000,beyoncedancer,twitter,energy beyonceconcert,35.0,70.0,usa,2019,7,28,21
513,517,crowd taylor swift concert lyrics love story create enchanting fairy tale,enchantment,20210510 194500,swiftiedreamer,facebook,enchantment taylorswift,30.0,60.0,usa,2021,5,10,19
514,518,rocking guitar solos queen tribute concert journey back time freddies spirit,nostalgia,20181202 221500,queentributefan,instagram,nostalgia queentribute,22.0,45.0,uk,2018,12,2,22
515,519,swaying ed sheerans acoustic melodies serene evening filled perfect moments,serenity,20200818 190000,sheeranmelodylover,twitter,serenity edsheeranconcert,18.0,35.0,uk,2020,8,18,19
516,520,immersed pulsating beats bruno mars concert uptown funk becomes city joy,joy,20170328 203000,marsjoyexplorer,facebook,joy brunomars,28.0,55.0,usa,2017,3,28,20
517,521,michael jackson tribute show moonwalking hits celebration king pop,celebration,20220115 211500,mjtributedancer,instagram,celebration mjtribute,25.0,50.0,usa,2022,1,15,21
518,522,swinging rhythms frank sinatra tribute feeling timeless charm fly moon,charm,20190610 184500,sinatracharmlistener,twitter,charm sinatratribute,22.0,45.0,usa,2019,6,10,18
519,523,mosh pit metallica concert thunderous chords create symphony headbanging ecstasy,ecstasy,20230320 223000,metallicamoshwarrior,facebook,ecstasy metallicaconcert,35.0,70.0,usa,2023,3,20,22
520,524,experiencing magic coldplay concert fix becomes beacon hope night,hope,20161128 190000,coldplayhopeseeker,instagram,hope coldplaymagic,30.0,60.0,uk,2016,11,28,19
521,525,justin bieber concert infectious beats baby create dance floor unbridled enthusiasm,enthusiasm,20180805 200000,bieberdanceenthusiast,instagram,enthusiasm justinbieber,40.0,80.0,canada,2018,8,5,20
522,526,spotlight lady gaga show costume change metamorphosis creativity artistry,creativity,20210415 213000,gagaartisticchameleon,twitter,creativity ladygaga,35.0,70.0,usa,2021,4,15,21
523,527,immersed soulful melodies adele tears flow freely moved emotion hello,emotion,20191128 194500,adelemelodytearjerker,facebook,emotion adelemelodies,30.0,60.0,uk,2019,11,28,19
524,528,drenched confetti katy perry concert kaleidoscope colors igniting night sky,colorful,20200622 220000,katyperrycolorexplosion,instagram,colorful katyperry,22.0,45.0,usa,2020,6,22,22
525,529,audience jayz performance lyrics empire state mind become anthem pride,pride,20170910 201500,jayzempirelistener,twitter,pride jayzanthem,18.0,35.0,usa,2017,9,10,20
526,530,dancing shakiras rhythmic beats hips swaying hypnotic charm hips dont lie,hypnotic,20220228 211500,shakirahipsdancer,facebook,hypnotic shakirarhythms,28.0,55.0,colombia,2022,2,28,21
527,531,u2 concert anthemic chords without create timeless moment connection,connection,20160515 193000,u2connectionseeker,instagram,connection u2anthem,25.0,50.0,ireland,2016,5,15,19
528,532,rocking guns n roses show iconic riffs sweet child mine echoing night,iconic,20181210 223000,gunsnrosesriffrockstar,twitter,iconic gnrconcert,22.0,45.0,usa,2018,12,10,22
529,533,crowd ariana grande concert high notes create euphoric symphony,euphoria,20230122 200000,arianaeuphoriachaser,facebook,euphoria arianagrande,35.0,70.0,usa,2023,1,22,20
530,534,swaying reggae vibes bob marleys tribute concert chord journey jamaicas soul,journey,20200305 184500,marleyreggaetraveler,instagram,journey bobmarleytribute,30.0,60.0,jamaica,2020,3,5,18
531,535,captivated spellbinding plot twists audience applauds experiencing rollercoaster emotions movie premiere,excitement,20181012 200000,movieenthusiastpremiereattendee,twitter,excitement moviepremierethrills,40.0,80.0,usa,2018,10,12,20
532,536,credits roll profound sense nostalgia washes reminiscent cherished moments classic films,nostalgia,20190625 221500,filmlovernostalgiaseeker,instagram,nostalgia classicfilmmoments,35.0,70.0,uk,2019,6,25,22
533,537,streaming latest web series viewer engrossed characters journey feeling sense connection empathy,engagement,20200708 193000,webseriesviewercharacterconnection,facebook,engagement webseriesjourney,30.0,60.0,canada,2020,7,8,19
534,538,film festival indie filmmakers creation receives standing ovation evoking pride sense accomplishment,pride,20170918 214500,indiefilmmakerfestivalsuccess,twitter,pride indiefilmsuccess,22.0,45.0,australia,2017,9,18,21
535,539,watching heartwarming family drama tears flow freely characters overcome challenges leaving viewer warm glow,touched,20210115 180000,dramaenthusiastheartwarmingmoments,instagram,touched familydramamoments,28.0,55.0,india,2021,1,15,18
536,540,oscars actor graciously accepts award radiating joy gratitude recognition outstanding performance,gratitude,20160228 203000,awardwinningactoroscarsrecipient,facebook,gratitude oscarwinningmoment,18.0,35.0,usa,2016,2,28,20
537,541,discovering hidden gem world documentaries viewer enlightened inspired feeling renewed sense curiosity,inspiration,20220420 173000,documentaryenthusiasthiddengemfinder,twitter,inspiration hiddengemdiscovery,22.0,45.0,france,2022,4,20,17
538,542,movie credits roll viewer experiences mix awe contemplation pondering deeper meanings woven storyline,contemplation,20191105 211500,filmbuffcontemplativeviewer,instagram,contemplation deepmeanings,28.0,55.0,germany,2019,11,5,21
539,543,bingewatching thrilling crime series suspense keeps viewer edge seat creating rush adrenaline,suspense,20150712 220000,crimeseriesenthusiastthrillseeker,facebook,suspense crimeseriesthrills,35.0,70.0,japan,2015,7,12,22
540,544,closing scene unfolds sense satisfaction washes completing cinematic journey profound fulfilling ending,satisfaction,20200910 194500,filmcriticsatisfactionseeker,twitter,satisfaction fulfillingending,22.0,45.0,brazil,2020,9,10,19
541,545,celebrating historic victory world cup nation erupts joy united triumph football team,joy,20180715 213000,footballfanworldcupcelebration,instagram,joy worldcuptriumph,40.0,80.0,brazil,2018,7,15,21
